2.00E-04,0.03,4.25,402,9,5
2.926926936E-01,
2.956196206E-01,
2.985758168E-01,
3.015615749E-01,
3.045771907E-01,
3.076229626E-01,
3.106991922E-01,
3.138061841E-01,
3.169442460E-01,
3.201136884E-01,
3.233148253E-01,
3.265479736E-01,
3.298134533E-01,
3.331115878E-01,
3.364427037E-01,
3.398071308E-01,
3.432052021E-01,
3.466372541E-01,
3.501036266E-01,
3.536046629E-01,
3.571407095E-01,
3.607121166E-01,
3.643192378E-01,
3.679624302E-01,
3.716420545E-01,
3.753584750E-01,
3.791120598E-01,
3.829031804E-01,
3.867322122E-01,
3.905995343E-01,
3.945055296E-01,
3.984505849E-01,
4.024350908E-01,
4.064594417E-01,
4.105240361E-01,
4.146292765E-01,
4.187755692E-01,
4.229633249E-01,
4.271929582E-01,
4.314648877E-01,
4.357795366E-01,
4.401373320E-01,
